0	03455488
1	11689483
2	01726172
3	00087988
4	00466651
5	13219422
6	01417041
7	11705171
8	02900160
9	01075725
10	09338910
11	00514396
12	02528534
13	11463371
14	10705345
15	02159890
16	01899708
17	06843838
18	01633250
19	13427078
20	09894143
21	03818090
22	08597023
23	03120198
24	00777324
25	12632875
26	01101218
27	00312990
28	02421921
29	01678685
30	00284958
31	12743352
32	10239761
33	09850642
34	06081602
35	00764031
36	00415988
37	03890713
38	03771066
39	09125354
40	01463965
41	02165304
42	00321652
43	09657887
44	05127640
45	02331960
46	00950782
47	07159791
48	08135770
49	01155354
50	00793037
51	13865483
52	03586631
53	05656537
54	02206270
55	12690653
56	02621244
57	00751779
58	09144323
59	15127507
60	09246883
61	12061380
62	03759795
63	08934532
64	01949674
65	12316572
66	09107098
67	06598030
68	03770679
69	02763520
70	00047172
71	01308681
72	13245076
73	05556204
74	01054227
75	06564387
76	05197945
77	14720962
78	02247363
79	00698855
80	00588598
81	13403643
82	09088989
83	13669006
84	01574671
85	13298011
86	02195526
87	01704761
88	02715047
89	10649574
90	03596285
91	12655351
92	11819354
93	09756961
94	05539595
95	00082929
96	01085677
97	03961070
98	01972411
99	13150378
100	02036755
101	00934744
102	11984397
103	05267548
104	07491981
105	00171586
106	15218663
107	00413239
108	00335384
109	01505958
110	00557419
111	04876053
112	03252064
113	02278939
114	01959111
115	01467675
116	04760771
117	08455037
118	02012043
119	10369417
120	02388145
121	10782791
122	07289014
123	14159153
124	03921209
125	00355252
126	13214645
127	08053576
128	01532589
129	00218208
130	00256746
131	11119061
132	13070708
133	04455442
134	02649706
135	13586122
136	03667380
137	05404728
138	00656107
139	06649915
140	08132323
141	01262441
142	00064479
143	09716439
144	10202363
145	13239471
146	08520401
147	10208189
148	13565781
149	00256862
150	01879928
151	02176747
152	13432249
153	02693895
154	02557790
155	04930632
156	01471043
157	09211735
158	09540430
159	01195675
160	03224893
161	10377021
162	07805731
163	11329281
164	01512465
165	00303748
166	12411461
167	00479933
168	03800001
169	02616542
170	07272545
171	01420525
172	10052843
173	01960779
174	01401296
175	10395390
176	07065562
177	13662703
178	00783523
179	02573704
180	08419984
181	00146856
182	12411922
183	14574846
184	02600948
185	00334996
186	02574651
187	01150467
188	14393438
189	01934205
190	05837957
191	02367993
192	00753922
193	08429052
194	00803815
195	02965300
196	00764032
197	14569121
198	12635151
199	06477371
200	08424951
201	00798108
202	09455640
203	15139130
204	04624959
205	10696251
206	04384406
207	00144850
208	13010219
209	02738535
210	06562993
211	01122754
212	13243261
213	03788498
214	02667228
215	11034596
216	00593108
217	00472671
218	09152401
219	10779775
220	07475107
221	00343334
222	14863521
223	02572196
224	07322138
225	00591111
226	00071178
227	06618937
228	00031663
229	02291434
230	12897493
231	01672014
232	05136150
233	12698283
234	03714235
235	02731629
236	11147729
237	13190917
238	08094866
239	02762806
240	08516080
241	02460199
242	14048309
243	10089615
244	07524242
245	01433809
246	05410315
247	01791625
248	12504094
249	00768483
250	05501711
251	03503718
252	01191755
253	12603449
254	13193269
255	09071571
256	01227675
257	06751974
258	02538086
259	13404248
260	08259156
261	13112427
262	03912328
263	00138221
264	02467003
265	00764436
266	01711749
267	06942252
268	04381994
269	00874806
270	01693453
271	14390466
272	07508486
273	01390287
274	03636248
275	08230219
276	12952165
277	00141524
278	01995137
279	00135718
280	01609549
281	10495167
282	02373785
283	00192659
284	10404998
285	12720532
286	09074834
287	09861395
288	03138856
289	01397114
290	03778135
291	01321895
292	03490449
293	08542304
294	06730780
295	10143595
296	05704694
297	04073669
298	09213565
299	01457576
300	02700767
301	02460483
302	12772557
303	01669792
304	05843687
305	05690684
306	02760429
307	10165109
308	10093658
309	00168588
310	09005273
311	01023820
312	08246036
313	03295928
314	09974496
315	07360293
316	00067999
317	09931418
318	11959489
319	05344848
320	01248075
321	15217674
322	01105259
323	07286905
324	13930385
325	02435517
326	02131418
327	01434278
328	07233996
329	15055181
330	05602835
331	04829550
332	06300193
333	01897991
334	12064996
335	12678224
336	07117472
337	11860801
338	02761897
339	02682922
340	01819734
341	00092293
342	01089778
343	00724029
344	01141612
345	00743344
346	07123870
347	01517175
348	07557165
349	10587378
350	08214272
351	00155143
352	02472012
353	05686481
354	00629176
355	02953197
356	02377703
357	00682781
358	05645199
359	00255214
360	01253808
361	11259950
362	05733583
363	10516016
364	01439657
365	10740732
366	02563497
367	07215185
368	07602454
369	00822449
370	00269258
371	00981369
372	05957238
373	03902220
374	01744082
375	06248530
376	15071229
377	01170175
378	07631511
379	03428805
380	06634095
381	12203331
382	03139749
383	08968879
384	01923414
385	12737251
386	10671898
387	00512749
388	04463273
389	09331328
390	02520669
391	06809421
392	02321757
393	02253154
394	06928430
395	13321495
396	12898342
397	08698379
398	05278152
399	11765099
400	11773138
401	09943811
402	00417643
403	01314388
404	00282076
405	00698256
406	02091885
407	00057665
408	12253229
409	02228874
410	02923745
411	14702416
412	10789118
413	02064131
414	14107374
415	00052146
416	08798771
417	14113798
418	00134564
419	11810190
420	12377198
421	11499284
422	09720256
423	02046045
424	03318438
425	07130341
426	02513269
427	02570282
428	01569713
429	01392080
430	01201856
431	14433587
432	04184095
433	05698247
434	02454312
435	00439284
436	10627349
437	10384214
438	02008396
439	00686447
440	05342499
441	00739340
442	03344935
443	02839200
444	08286946
445	12202712
446	00997794
447	14745057
448	13711855
449	01190840
450	07703889
451	03030919
452	01006421
453	12020048
454	12594989
455	02475922
456	13433462
457	04960582
458	01219004
459	00859001
460	01640550
461	00598868
462	12036368
463	06278662
464	05986295
465	01300782
466	05684003
467	03916720
468	12323820
469	11950345
470	05919866
471	01879579
472	00666058
473	11822167
474	02257284
475	05606633
476	03571155
477	01131902
478	13123431
479	10067305
480	02231680
481	11598686
482	03315023
483	12435152
484	00945777
485	00400645
486	08228405
487	06769392
488	01853069
489	13456567
490	00840363
491	00118733
492	05526384
493	02567147
494	01688961
495	01655577
496	07212190
497	05543917
498	01916925
499	01455141
500	04765355
501	13268146
502	02528949
503	03154446
504	02169345
505	03222959
506	01467751
507	11236497
508	02502902
509	14384796
510	05342214
511	10325656
512	04801763
513	15185007
514	02284662
515	00971802
516	05962602
517	13628419
518	04936846
519	10245507
520	04554684
521	00035758
522	02486138
523	00061917
524	08816969
525	10417168
526	13052931
527	14686020
528	00517847
529	10008388
530	12242123
531	00385791
532	11748330
533	03141702
534	10378026
535	00042757
536	08115204
537	05625879
538	00240754
539	14974264
540	08455829
541	14186738
542	01396458
543	01121855
544	09612848
545	03659122
546	10060621
547	08960987
548	02234181
549	01604586
550	13022538
551	03718458
552	10347883
553	01203500
554	08206663
555	04406350
556	08095647
557	00406053
558	14793533
559	06377133
560	01576506
